الاسم,خط العرض,خط الطول,التصنيف,الوصف,معرف المكان,سعر الدخول (جنيه)
العلامه الدوليه ٤٦,30.5918125,34.5115471,إقامة,"العلامه الدوليه ٤٦ is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2993,
كمين لصان  صاعقه,30.4238269,34.4835534,إقامة,"كمين لصان  صاعقه is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2994,
נתנאל יהלומי,30.5257987,34.5289906,أخرى,"נתנאל יהלומי is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2995,
"אנדרטת ה""פוגה""",30.5303929,34.5220458,أخرى,"אנדרטת ה""פוגה"" is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2996,
Wreck of Sabri Baba 1,22.6275143,36.5598872,أخرى,"Wreck of Sabri Baba 1 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",2997,
فندق نايل تريجر سوهاج,26.5569548,31.7053413,إقامة,"فندق نايل تريجر سوهاج is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2998,
فندق الاندلس,26.5507538,31.6990896,إقامة,"فندق الاندلس is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",2999,
Athribis (Upper Egypt),26.5113586,31.6653555,تاريخي,Athribis (Upper Egypt) is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3000,
فندق دهب,26.5511421,31.7000784,إقامة,"فندق دهب is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3001,
Egiptian Obelisk,26.5600525,31.7064608,أخرى,"Egiptian Obelisk is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3002,
Merritt Temple of Amun,26.5654214,31.7462625,أخرى,"Merritt Temple of Amun is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",3003,
فندق السلام,26.5502233,31.6999617,إقامة,"فندق السلام is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3004,
Al Safa Hotel,26.5612995,31.6984195,إقامة,"Al Safa Hotel is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3005,
فيلا عياد عيد حبيب واولاده,26.3865885,31.6828805,ثقافي,"فيلا عياد عيد حبيب واولاده is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",3006,
Awlad Azzaz Site,26.5479692,31.5968821,تاريخي,Awlad Azzaz Site is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3007,
محجر الضبع,26.7394602,31.6396964,ثقافي,"محجر الضبع is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",3008,
سكن الكوامل,26.4457324,31.6680588,ثقافي,"سكن الكوامل is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",3009,
Tomb of the Mayor of Athribis,26.5101559,31.6644884,تاريخي,Tomb of the Mayor of Athribis is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3010,
Zodiac tomb,26.5092436,31.6656757,تاريخي,Zodiac tomb is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3011,
Temple of Ptolemy IX (Physkon),26.510337,31.6657441,تاريخي,Temple of Ptolemy IX (Physkon) is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,3012,
Abo Elwafa,26.5510427,31.7000248,إقامة,"Abo Elwafa is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3013,
Alfanar Azur,26.5482505,31.7027272,إقامة,"Alfanar Azur is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3014,
Aman Palace Hotel,26.551407,31.7002838,إقامة,"Aman Palace Hotel is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3015,
فندق ميريت امون,26.5592661,31.7087548,إقامة,"فندق ميريت امون is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3016,
Desert Safari Home,28.3496776,28.8894116,إقامة,"Desert Safari Home is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3017,
Old Oasis Hotel,28.3536925,28.8646702,إقامة,"Old Oasis Hotel is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3018,
Sandrose Hotel,28.336509,28.8520837,إقامة,"Sandrose Hotel is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3019,
منتجع واحه الباويطي,28.3772748,28.8923008,إقامة,"منتجع واحه الباويطي is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3020,
English Mountain Main Entrance,28.3526725,28.9073447,أخرى,"English Mountain Main Entrance is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3021,
Ahmed Safari Camp,28.3478866,28.8221995,إقامة,"Ahmed Safari Camp is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3022,
Black Desert viewpoint,28.1393228,28.7417391,أخرى,"Black Desert viewpoint is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3023,
Badry Sahara Camp,28.371985,28.8927009,إقامة,"Badry Sahara Camp is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3024,
English houses (ruins),28.3572877,28.9020985,أخرى,"English houses (ruins) is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3025,
Ecolouge,28.3590698,28.8810561,إقامة,"Ecolouge is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3026,
Ruins,28.3529324,28.8646652,أخرى,"Ruins is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3027,
Temple to Alexander the Great,28.3420962,28.8223275,أخرى,"Temple to Alexander the Great is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",3028,
واحة بكار,28.3332892,28.8495912,إقامة,"واحة بكار is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3029,
صخرة العامود Pillar Rock,27.1277594,26.4802198,أخرى,"صخرة العامود Pillar Rock is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3030,
חמוקי ניצנה,30.8548234,34.4142522,أخرى,"חמוקי ניצנה is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",3031,
مدق رايح يمين و شمال,30.9059484,34.2207413,إقامة,"مدق رايح يمين و شمال is a hotel and accommodation facility in Egypt, offering lodging services to travelers and tourists visiting the area.",3032,
